product_id,product_name,description,price,category
574,Go,Them customer too cell strategy nation war.,147.07,all
575,Answer,Police across those arrive foreign other traditional.,40.86,late
576,Range,Especially candidate relationship property.,109.46,hundred
577,Difficult,Organization artist production.,166.23,century
578,Begin,Teacher this front son another.,149.95,wait
579,Give,Interview difficult themselves.,135.25,ok
580,Also,Three police conference attack though.,156.49,discussion
581,Stage,Key story stop nearly continue phone real.,35.5,major
582,Various,Nation star glass.,172.39,garden
583,Student,Pattern hundred water develop help ok save.,142.15,window
584,Head,Response rock goal note boy.,105.45,set
585,Program,Trial pass impact property show.,84.46,lay
586,Capital,Town action figure throw total.,193.2,cause
587,Step,Act work full civil parent white.,116.2,professional
588,Memory,Another real old easy.,60.97,believe
589,Game,Opportunity hit maintain cost own.,103.62,never
590,Newspaper,There little scientist performance.,30.4,study
591,Agent,Pay station participant wind wind water growth Congress.,135.1,far
592,Bit,Range you long range.,193.27,dark
593,Maybe,Last such national thus well professional chance.,110.62,push
594,Seven,Design discussion reason heart keep describe.,174.6,law
595,Both,Attention hard nearly buy wife police bed.,132.25,economic
596,Study,Work police paper go environment some southern.,100.94,program
597,Above,Color nation image leave.,79.57,which
598,Way,Stay game toward out purpose over professional difference.,138.16,middle
599,House,Since mission girl.,40.99,military
600,Process,Character happen forget.,41.06,write
601,Past,Near particularly always set.,28.6,best
602,Since,Special stuff wind.,14.5,spend
603,Position,Man bad ever third class draw traditional discuss.,139.97,scene
604,Require,Child rest he success way particular.,169.25,party
605,Or,Wonder sister tell particularly soon want parent.,151.23,black
606,Adult,Human skill bring control choose school choice heart.,129.01,statement
607,Visit,Read girl large million almost sister meet pick.,187.1,over
608,Food,Bank radio who because course establish.,157.21,able
609,Education,Air worker various require others expect.,60.61,material
610,Man,Investment character next.,60.58,support
611,Significant,Strong while measure contain film.,100.98,method
612,South,Five mean inside buy garden.,114.96,painting
613,Human,Vote tax Democrat contain even two positive wide.,63.69,speech
614,Sing,Get table enjoy conference wish.,15.65,my
615,Audience,Reduce south always never memory feeling.,197.82,local
616,Discover,Recently subject consider already goal enter.,65.92,hair
617,Teach,Carry side particular stock.,192.92,cup
618,Lead,System even else society within nice population.,118.13,own
619,Star,While guess difficult side I lay.,22.59,history
620,Magazine,Red watch yeah activity during check want.,156.59,yourself
621,Behavior,And sing east protect.,166.35,break
622,Table,Whether million crime husband must them.,110.93,necessary
623,Very,Room make series third.,155.7,operation
624,I,Collection practice example interesting yourself every blood too.,64.29,any
625,Region,Happy hope mind cover instead size they.,40.97,recently
626,Economy,In behavior even woman run quite than.,49.38,big
627,Relationship,Your indeed same something feeling already.,49.64,write
628,Positive,Bad line meeting southern claim.,127.85,money
629,Idea,Effect energy all spend state total.,156.27,full
630,Attorney,With surface relationship establish present arm.,102.75,simple
631,Likely,Common over image beyond born cup.,148.54,song
632,Less,Identify begin late without ten.,167.72,agree
633,Phone,Brother whole simple small various side.,58.76,ask
634,Site,Lot foreign per level defense include.,124.39,degree
635,Or,Education save short through.,123.69,movement
636,Even,Sort number spring knowledge treatment chance central.,138.92,in
637,Bag,Generation success discussion use page.,91.8,heart
638,Thought,Another physical material sign.,97.77,trade
639,Effect,Conference court system middle into.,69.18,type
640,More,Ground suddenly green traditional truth conference.,19.0,ability
641,Very,Hour field campaign why top.,173.89,ground
642,Concern,All item along side true.,143.37,strong
643,Item,Fish safe apply customer.,91.68,glass
644,Successful,Visit billion thought away realize.,154.97,under
645,Far,I market consumer.,11.38,probably
646,Town,Follow budget focus it include mission single.,168.65,west
647,Air,Town where since cell else account oil take.,121.56,identify
648,Short,Bit artist successful administration president hand source.,161.29,without
649,Hospital,Measure including role most person later.,137.63,too
650,South,Agency beautiful than me because stock perform threat.,114.22,fact
651,Support,American station plant little economy catch school when.,101.84,war
652,Occur,Position box single admit away several use.,112.44,really
653,Kid,Whether theory many simple society.,188.6,model
654,Particularly,Kitchen reveal happen then.,33.22,and
655,Style,Behind land majority.,100.45,mention
656,Use,Mr seven century.,187.01,back
657,Miss,Look hotel though dinner can over.,23.05,after
658,Better,Meeting animal claim difficult page.,31.74,letter
659,Step,Already artist without simply understand under require.,84.53,interesting
660,Cost,Phone center reality ok.,161.63,customer
661,Tonight,Position those whom speak the.,99.66,board
662,Degree,Start voice during every.,181.2,management
663,Rather,Memory necessary for seat window cultural.,187.25,pass
664,Most,Must week forget relationship.,155.49,chair
665,Need,Growth black measure between ok.,133.17,probably
666,In,Buy though history traditional pay boy.,85.6,meeting
667,Any,Move major full describe performance cell.,32.03,old
668,Nearly,Statement special hard room reach.,120.38,attack
669,Process,Open never official according suggest discussion glass.,32.2,activity
670,Bad,Later know up step hair involve action.,145.89,role
671,According,Performance guy education bag.,142.27,open
672,Population,Political wrong attack eight fight.,31.35,identify
673,Open,People return song present base.,59.38,reflect
674,Safe,Old side light.,69.07,so
675,Next,Sport a beautiful already act.,135.38,evening
676,Full,Sign perhaps maintain law direction.,67.02,social
677,Whatever,Stock mouth front past.,163.92,lose
678,Level,Matter remain generation guy court real they.,99.02,will
679,Hospital,Sign government listen scene three.,184.04,adult
680,Spend,Site we black yeah structure.,179.25,bank
681,Look,Know response according provide building.,19.69,Democrat
682,President,People admit technology throw only company morning.,32.78,run
683,History,Left imagine campaign travel central without.,126.3,investment
684,Ever,Raise federal unit power major.,27.15,edge
685,During,Want player interest approach.,139.38,much
686,Military,Prepare owner whole player former similar.,153.43,history
687,Thought,Continue tree player western indeed.,59.23,behavior
688,World,Line feeling glass race.,42.17,friend
689,Race,Church join however night camera single.,176.21,majority
690,Best,Green magazine mention church produce quality against.,75.79,policy
691,Tell,Common main floor grow her base various.,17.49,citizen
692,Policy,Including would physical various not whatever.,31.82,individual
693,Ready,Away risk American success.,56.58,property
694,Mr,Sing always public bit door hospital.,25.42,add
695,Away,Child hundred case pull money listen.,191.19,act
696,Us,Join race data.,144.13,guy
697,Management,So final order table.,185.01,cause
698,Impact,Local center right last.,102.56,world
699,Threat,Exactly boy nothing he song.,189.47,compare
700,Current,Rich election ask may past single.,22.29,wife
701,Quality,Car prepare Congress serve back floor treat.,64.61,pick
702,Top,How poor land past too.,91.73,different
703,Magazine,Teacher find value machine.,131.52,join
704,Data,Moment study light unit foot deal.,149.17,far
705,Board,Dog similar own prepare individual affect.,96.34,a
706,Finally,Under treat that shoulder.,28.16,necessary
707,Bank,Southern study than realize share woman.,154.95,program
708,Page,Turn thus could she.,132.02,many
709,Require,Since follow business Mr sister.,195.97,eat
710,Figure,Line address foot final benefit phone lead record.,150.08,person
711,Forward,Own happy white wife tend long political.,84.7,nation
712,May,Can nothing entire manage follow partner your cover.,98.85,respond
713,Line,Rich body past describe.,39.64,yourself
714,Past,Point speech news deep.,198.37,amount
715,We,Point total image coach near people we.,40.57,bar
716,Fly,Would shake everybody board author drop notice.,176.72,use
717,Perform,Section let help get world certain.,23.8,field
718,He,Sometimes word suffer across.,98.01,research
719,Deep,Mission interesting couple rich develop guess education avoid.,25.1,soldier
720,Would,Lay start today statement cultural interview them.,140.33,movie
721,Sign,Assume conference owner like.,190.25,clear
722,Important,With ask just able than course race where.,170.48,that
723,Image,Thank different leg artist weight along.,103.33,friend
724,Attorney,Wall can catch.,111.7,economy
725,Several,Anything major ready lose system significant.,127.73,since
726,Onto,City before include.,136.5,specific
727,Part,For despite very you seat first.,24.79,of
728,Tend,Impact skin student specific assume.,94.02,federal
729,Many,Goal radio feeling simple teacher.,178.45,order
730,Meeting,Drop get fill available bit when.,12.98,prove
731,Newspaper,Worker mind certain professional both performance.,31.78,exactly
732,Reason,Especially agreement address teacher before perhaps maybe.,192.65,charge
733,War,Send war source skill personal partner so.,53.17,physical
734,Entire,That last over move might.,159.75,although
735,Never,Country experience onto of.,64.68,relate
736,Good,Public difference crime machine author.,58.11,each
737,Key,Lawyer international explain office.,115.71,must
738,Use,Movie among here more six method.,95.94,television
739,Economic,Personal agent why discussion effort act.,35.29,fund
740,Or,Later change direction official.,26.82,range
741,Peace,Notice while sort major where drop success read.,106.11,food
742,Measure,Growth such between agency situation behind exist white.,125.28,national
743,Operation,Shake cause can international policy pay.,120.2,attorney
744,Parent,Religious statement peace more challenge full black.,136.26,score
745,Resource,Board right enough experience car development whom.,54.59,general
746,Yet,Reveal treatment significant their individual.,35.18,wrong
747,Range,Begin group again tonight recently.,188.37,policy
748,Several,Social training matter loss threat decade.,64.85,red
749,They,Reduce approach PM mention strategy above.,107.82,positive
750,Design,Stuff success level without can too.,150.51,feeling
751,According,Occur care night.,153.01,crime
752,Fund,Just group institution keep.,192.29,artist
753,They,Maintain fund commercial serve kind ok purpose.,20.64,than
754,Mention,Sing discover dark minute.,167.14,fly
755,Admit,Artist break just.,105.18,discussion
756,Shoulder,None health mean.,169.97,citizen
757,Skill,Pass half toward parent.,118.43,among
758,Born,Worry example sometimes side effect.,81.27,full
759,Single,Grow imagine movement.,176.7,me
760,City,Ever control however we budget its.,167.49,drug
761,Measure,Clearly kind scene feel state.,29.9,easy
762,Contain,Edge morning computer item poor.,131.61,voice
763,Few,Grow cover raise strong.,168.15,to
764,Soon,Over third all direction eight.,141.39,kid
765,Really,Protect she bring position grow people feel.,15.81,look
766,Radio,Report fish attention never lot also take necessary.,129.42,evening
767,Then,Spring increase couple.,25.19,religious
768,Condition,Whom will stock not many.,50.18,name
769,Through,Thought who trade radio art experience realize.,74.88,song
770,School,Same everybody government nor project section laugh.,139.52,will
771,Rule,True generation represent room continue different result meeting.,89.47,father
772,Own,Marriage another agreement approach any thank.,194.83,camera
773,Paper,Trouble reduce history.,67.89,fly
774,Stuff,When name gas party establish tough center.,113.25,point
775,Call,Type father president mean like character.,39.84,perform
776,Help,Us baby personal.,161.8,generation
777,Standard,Member seven focus memory surface.,198.16,tell
778,Beautiful,Bag election company explain just.,59.1,few
779,Show,Themselves special all school reason character.,186.52,case
780,After,Something buy other home.,179.35,institution
781,School,Keep individual either seat follow.,26.64,level
782,Its,Involve class project shake.,110.33,side
783,Pattern,Will party once run decide president against.,159.2,before
784,Piece,Full success beyond performance amount military buy center.,117.58,worry
785,Tv,Notice environmental seem voice approach yes already together.,122.13,whose
786,That,Second cut military whatever many suddenly into answer.,63.78,million
787,Price,Necessary million different fight direction blue usually friend.,164.39,east
788,Pressure,Year chance system bad institution.,187.66,seek
789,Sort,Begin determine the ago guy argue.,185.02,society
790,Boy,Attention this they common out only.,34.07,three
791,Draw,East lawyer black model country probably not himself.,35.49,minute
792,Share,Energy billion full executive.,14.67,send
793,Box,Take above interest wish public our staff.,124.44,either
794,Future,Scientist stock interest newspaper human about situation.,95.1,walk
795,Although,Last hospital coach.,30.79,word
796,Night,Federal forget less well.,14.2,option
797,Conference,Nothing authority behavior capital.,24.74,conference
798,Author,Beat into win western government.,74.82,that
799,Including,Ground care blue spring.,74.51,couple
800,Popular,Director image eat discussion record former charge.,181.26,page
801,Country,Join language fine rich reflect series.,191.63,social
802,Chair,Grow force half fire.,67.09,represent
803,Suddenly,Hundred realize part such card.,144.13,majority
804,Past,Talk nothing ball.,184.96,subject
805,I,Force forget allow low term bar.,158.79,make
806,Likely,Example give military product.,71.93,many
807,Throughout,Mother move animal already food up.,166.01,sing
808,Performance,Person a cover stand avoid little.,62.41,nearly
809,Order,Simply music more practice almost table.,137.29,ready
810,Reason,Fill sister military recognize seek.,166.11,new
811,Tree,Up chair west effort receive face.,11.61,buy
812,Deal,Run sound door go.,144.69,support
813,Which,Despite control security among west continue.,46.73,today
814,Add,Media Republican able edge personal another.,51.2,seem
815,Task,Paper discover easy toward close attack.,89.2,program
816,Key,Hot when decision prevent star.,108.9,employee
817,Worry,Since prove movie western skin continue.,56.79,situation
818,Plant,Send eye director use along scene size.,169.73,born
819,Admit,I life look.,153.55,start
820,Sound,Successful year commercial walk.,17.87,wear
821,Year,Model age business man.,22.05,plant
822,Big,Benefit concern fill indicate concern usually.,181.58,put
823,Ground,Policy happy provide politics recent federal happy two.,132.08,option
824,Fish,Imagine recently night activity particularly.,157.94,we
825,Stock,Outside religious bit protect traditional determine.,13.2,unit
826,Receive,Crime generation physical onto quickly experience miss.,22.26,city
827,Majority,Window reason decision debate public item.,153.53,generation
828,No,Treatment pattern national.,123.36,six
829,Shoulder,Produce coach push small network.,105.23,until
830,Name,Benefit member throw current together main.,103.59,someone
831,Threat,There mission pick main gas.,98.34,science
832,Memory,Event feel event interest argue hotel.,161.5,only
833,Simple,Fact section alone economic north.,133.5,close
834,Player,Nice state list stand possible they return.,115.06,debate
835,Tv,Determine charge past well feel operation begin.,140.88,partner
836,Create,Various glass north quickly face character.,98.96,cup
837,Sure,Center option ok option.,138.79,dark
838,Moment,Stage easy eight body defense policy manage all.,182.41,admit
839,Model,Congress history data inside lot.,151.77,million
840,Alone,Manage particularly manage collection.,70.82,local
841,Oil,Offer find person computer base last.,10.86,how
842,Start,Not crime ball himself film hand.,100.79,for
843,Glass,Economy certainly you enter.,150.05,away
844,Skill,House follow board grow.,159.59,source
845,Matter,Weight let song by card.,100.89,without
846,Million,Rich she might floor.,83.44,item
847,Development,Church trial there.,144.64,music
848,Material,Manage word practice service with.,152.7,fire
849,Wear,Law society none option traditional.,96.07,music
850,Listen,Particularly idea nation watch.,30.91,clear
851,Relationship,Subject someone million.,29.94,customer
852,Expect,Practice go among yard activity.,166.82,war
853,Project,School son threat receive up per industry.,87.83,bag
854,Question,Medical nice everybody simply drive bank for life.,24.32,carry
855,Its,Sometimes catch source.,87.61,word
856,Final,Employee four enjoy star that control.,23.71,travel
857,A,Expect fear television second several room.,163.58,evening
858,Newspaper,Care other project road she owner.,86.36,fight
859,Family,Finally live none method.,193.02,wish
860,House,Must miss agree past bar animal.,181.91,score
861,Including,Have professional with sign.,134.16,first
862,On,Along visit particularly against wind.,58.4,military
863,Rule,Book six shoulder point agreement not owner half.,136.49,stop
864,Region,High positive window main public despite agency.,93.69,much
865,This,Mrs learn lose character wish order white.,20.35,sport
866,Artist,Yet employee agency success wall tell personal.,130.48,pay
867,Oil,Health value left product media.,85.77,citizen
868,Least,Set wear administration small fear beat present wonder.,144.14,meet
869,Face,Buy bill crime stage look weight.,191.33,conference
870,Action,Majority before data.,56.79,happy
871,If,Young first become benefit land attention open.,146.86,customer
872,North,Both record this good.,32.51,capital
873,Cut,Development majority thought increase.,134.74,direction
874,Very,Most deep one start continue present professional.,146.09,develop
875,Modern,Career want career service need ask.,54.8,movie
876,Address,Image somebody small walk in civil.,101.39,less
877,Teacher,Indicate rich most company marriage yet ok.,131.73,low
878,Blue,Subject example pattern garden reduce knowledge seven upon.,23.28,benefit
879,Dinner,Character power body nor writer discover after style.,55.14,against
880,Forward,City help within quickly sit hope affect.,193.34,suddenly
881,Growth,Return might I media beautiful into assume.,58.15,camera
882,Gas,Or contain box call risk.,94.58,either
883,Second,Offer relate behind past book subject field.,43.11,anyone
884,Big,Apply wind reflect operation professional step true administration.,22.96,who
885,City,Seem appear because.,198.56,particularly
886,Former,Try method far more.,88.45,effort
887,Feel,Onto decision environment try.,168.76,read
888,Process,Break science strong.,103.91,wonder
889,Base,Protect cut walk today less whether low.,103.6,tough
890,Sit,Player simply resource.,81.24,our
891,Indeed,Scientist more short success table.,149.27,different
892,Investment,Low director TV debate someone.,19.37,expect
893,Above,Behavior there professional well positive serve bank.,128.2,another
894,Market,How raise available history myself what.,176.64,for
895,Become,Daughter figure executive the ago take blood.,149.16,church
896,Who,Military bad place yeah world raise foreign.,65.01,produce
897,Have,Performance player effort lawyer these Mrs.,145.62,television
898,Very,Size drop moment break trade full spend.,156.6,resource
899,Back,Improve personal like west put surface science.,196.14,dog
900,Nothing,Mean policy hit spring dark sister debate.,14.78,able
901,West,Bank plan development.,127.41,consider
902,Size,Leave middle past population list yourself.,104.9,likely
903,Reduce,Community only enjoy month use.,180.79,capital
904,Fact,Nice official word upon fill from get.,166.97,system
905,Race,A report note send.,103.31,sign
906,Enough,Pick million past your.,133.22,inside
907,Answer,Reality reality serve.,150.83,stay
908,Event,Seem myself probably force foreign ask against source.,72.6,among
909,Plant,Dream after section back trouble.,161.7,member
910,His,Lead hold expect together find no represent.,61.14,couple
911,City,Part half cause company institution long.,159.53,else
912,Which,Price beat behind ahead quickly whole grow.,179.67,feel
913,Race,Most will course pretty war under.,130.12,memory
914,Treat,Middle during store interest forward decision.,73.97,figure
915,None,Return receive respond international where.,162.64,century
916,Likely,Establish happen industry although.,12.44,few
917,Once,Cover your meet blood fish.,184.12,pick
918,Move,Position available outside six appear.,103.44,arm
919,Person,Science area about if.,39.26,significant
920,Throughout,Blood let at put life.,26.24,project
921,Instead,Interesting benefit tonight ahead few later.,78.52,memory
922,Experience,Writer one mean though matter.,24.23,reduce
923,Newspaper,Institution image throughout if answer get radio.,187.04,mind
924,Ball,Sing rise over.,42.01,market
925,Dream,Unit share crime drug.,146.4,huge
926,Tree,Walk scene something always career down another.,102.59,surface
927,Sort,Task apply action local issue.,30.32,traditional
928,Enter,Scientist relationship yeah simply.,93.23,reveal
929,Art,Learn effort staff bad where long scene.,94.53,call
930,Ago,Professor husband company level news though beyond.,175.41,relate
931,Full,Laugh account coach mind develop south.,79.18,investment
932,During,Skin number seek effort pull entire sell.,63.61,during
933,Professional,Personal difficult wait fight.,191.69,among
934,Eye,You agree west day tough.,111.51,land
935,Too,Establish policy firm fast whose take source.,168.44,indeed
936,Suggest,Compare standard agree recently property.,76.32,cause
937,Near,Community blue have base.,78.22,attorney
938,Good,Bit yes old east.,137.66,cultural
939,Nice,Business issue side generation blood might cold.,42.08,you
940,Anything,Decide others country surface.,103.32,add
941,Media,Quickly write cup focus contain.,197.68,night
942,Analysis,Democratic record provide past.,119.7,provide
943,Project,Issue available I general another plant culture.,144.58,situation
944,Goal,Official cause because local two matter recently.,76.34,song
945,Parent,Player blue show inside avoid case use happen.,72.34,face
946,Those,News win senior shake performance.,123.22,me
947,Democratic,Less garden debate two word because certain.,55.67,very
948,Outside,Such school onto model save many season member.,164.91,life
949,Expect,Especially itself box moment seat Congress.,196.21,perhaps
950,Would,Wear art word region office.,60.42,kid
951,Alone,Fine home would hospital shake.,149.76,senior
952,Go,Indicate cut because bring.,124.56,five
953,Note,Company yeah then case.,83.09,south
954,Film,Head civil bank ahead.,190.46,study
955,Billion,Politics company bank would effort item film contain.,12.85,might
956,Executive,Ever once end country work member.,29.25,project
957,Oil,Shake environment answer.,161.47,job
958,Cause,Matter age personal politics let quality.,120.13,itself
959,Resource,Article forget six why game PM notice provide.,104.75,nearly
960,Reveal,Fact present fear or entire process program.,74.13,movement
961,Her,Analysis officer include during clear act discuss.,57.12,beautiful
962,Admit,Set wall religious.,129.63,chair
963,Here,Every say push trial back.,91.2,issue
964,Throw,Nothing successful newspaper bring bit their.,82.8,nice
965,Mrs,Hand during skill evening remain recent.,34.03,trial
966,Agreement,Understand attack fill.,198.08,audience
967,Modern,Remain finish receive door agency return.,176.0,without
968,Almost,Drop meet charge think fly give.,134.36,nearly
969,Science,Reason ahead spring ability hear make.,166.55,heavy
970,Check,Food new idea prevent.,182.86,may
971,Charge,Officer magazine western late step collection pretty.,90.75,glass
972,Camera,Magazine music continue party agreement well room.,76.87,three
973,Deep,Check clear gas option certain condition land.,59.97,general
974,Force,White sell international crime charge.,31.58,explain
975,Sing,Sense its later call bad little medical.,99.09,race
976,Type,Strategy maybe team ask gas.,92.55,role
977,Represent,Audience late write reflect pay.,44.35,decision
978,Color,Lawyer stock stuff.,177.45,popular
979,Less,Agency under low adult event alone.,125.66,space
980,When,Within into may tree strategy civil special.,163.07,deep
981,Week,Write take area could.,45.58,enjoy
982,Another,On remain perhaps son control material short also.,118.34,whole
983,Player,Approach usually today throughout.,66.94,deal
984,Because,Detail likely one blood more.,140.31,important
985,Relationship,Coach while doctor Republican month table.,151.58,edge
986,East,Half price money whole.,33.65,finish
987,Politics,Than across director argue.,20.89,cut
988,Our,Opportunity general black leave spring debate sure product.,73.94,agent
989,Nothing,Result everyone expert after water late.,88.43,keep
990,Customer,Result last building popular.,74.98,inside
991,Your,Audience size chance TV serious itself life later.,137.3,south
992,Clearly,Just early close rule certain.,45.61,fight
993,Unit,Buy west former one.,186.62,great
994,Speech,In buy figure culture book big able.,72.05,budget
995,Case,Beyond century whether officer present security meeting beautiful.,85.61,outside
996,Position,If away raise material able.,109.66,both
997,Bank,Author care child card summer since score.,20.89,rate
998,Sea,Win discover herself live.,175.63,identify
999,Perhaps,Require growth similar address listen father trade.,39.35,cell
1000,Threat,Research among cell image only agreement say manage.,158.1,keep
